name,ref,SRR1103937.trimmed,SRR1103938.trimmed,SRR1103939.trimmed,SRR1103940.trimmed,SRR1103941.trimmed,SRR1103942.trimmed,SRR1103943.trimmed,SRR1103944.trimmed,SRR1103945.trimmed,SRR1103946.trimmed,SRR1103947.trimmed,SRR1103948.trimmed,SRR1103937.trimmed norm,SRR1103938.trimmed norm,SRR1103939.trimmed norm,SRR1103940.trimmed norm,SRR1103941.trimmed norm,SRR1103942.trimmed norm,SRR1103943.trimmed norm,SRR1103944.trimmed norm,SRR1103945.trimmed norm,SRR1103946.trimmed norm,SRR1103947.trimmed norm,SRR1103948.trimmed norm,total_reads,mean_norm
hsa-miR-181a-5p,mirbase-hsa,729962.0,466724.0,933988.0,551788.0,451744.0,366465.0,1534170.0,1125487.0,1103582.0,1950550.0,1058805.0,1163764.0,203770.5,221724.4,256013.7,211462.7,187029.5,139703.0,147833.8,140834.5,145203.6,157199.2,130345.0,125040.7,11437029.0,172180.0
hsa-miR-26a-5p,mirbase-hsa,145799.0,107594.0,230278.0,200788.0,134358.0,205032.0,776330.0,753649.0,760563.0,1210224.0,936572.0,1002070.0,40700.1,51114.2,63121.1,76948.3,55626.4,78161.8,74807.8,94305.6,100070.9,97534.7,115297.4,107667.5,6463257.0,79613.0
hsa-miR-9-5p,mirbase-hsa,232244.0,112402.0,151785.0,133308.0,128663.0,128098.0,569440.0,502733.0,406674.0,661398.0,409193.0,563534.0,64831.4,53398.3,41605.5,51087.9,53268.6,48833.2,54871.7,62908.0,53508.1,53303.6,50374.0,60549.0,3999472.0,54044.9
hsa-miR-22-3p,mirbase-hsa,143357.0,78859.0,148710.0,122790.0,119257.0,143209.0,638719.0,412378.0,382974.0,523800.0,373676.0,258091.0,40018.4,37463.2,40762.6,47057.0,49374.4,54593.8,61547.5,51601.7,50389.7,42214.2,46001.7,27730.6,3345820.0,45729.6
hsa-let-7a-5p,mirbase-hsa,171297.0,91380.0,187379.0,119996.0,107603.0,142364.0,460193.0,367403.0,330088.0,505332.0,316865.0,397796.0,47817.9,43411.5,51362.1,45986.3,44549.4,54271.7,44344.6,45973.9,43431.3,40725.8,39007.9,42741.2,3197696.0,45302.0
hsa-miR-143-3p,mirbase-hsa,162417.0,73880.0,130294.0,83761.0,123760.0,136984.0,280141.0,210990.0,404235.0,429409.0,346162.0,446185.0,45339.1,35097.8,35714.6,32099.9,51238.7,52220.7,26994.6,26401.6,53187.1,34607.1,42614.6,47940.4,2828218.0,40288.0
hsa-miR-27b-3p,mirbase-hsa,96558.0,52784.0,144135.0,72632.0,75422.0,71040.0,357584.0,284466.0,359794.0,598310.0,345538.0,349106.0,26954.4,25075.8,39508.6,27834.9,31226.0,27081.7,34457.1,35595.8,47339.8,48219.2,42537.7,37509.7,2807369.0,35278.4
hsa-miR-30a-5p,mirbase-hsa,146463.0,71280.0,115362.0,90221.0,78322.0,87822.0,340172.0,264192.0,257578.0,446032.0,299618.0,383035.0,40885.5,33862.7,31621.7,34575.6,32426.6,33479.3,32779.2,33058.9,33890.8,35946.7,36884.7,41155.2,2580097.0,35047.2
hsa-miR-127-3p,mirbase-hsa,58026.0,36221.0,49161.0,38621.0,40481.0,45079.0,219312.0,144331.0,188240.0,302271.0,305748.0,344846.0,16198.1,17207.3,13475.4,14800.8,16759.8,17184.9,21133.1,18060.4,24767.6,24360.7,37639.3,37052.0,1772337.0,21553.3
hsa-let-7f-5p,mirbase-hsa,124891.0,64865.0,107708.0,69363.0,67438.0,74720.0,248157.0,195854.0,168785.0,281542.0,158043.0,210515.0,34863.6,30815.1,29523.6,26582.1,27920.5,28484.6,23912.6,24507.6,22207.8,22690.1,19456.0,22618.8,1771881.0,26131.9
hsa-miR-101-3p,mirbase-hsa,93922.0,49743.0,73428.0,60142.0,53446.0,59974.0,218371.0,175445.0,142684.0,245242.0,135030.0,157641.0,26218.5,23631.2,20127.2,23048.3,22127.5,22863.2,21042.4,21953.8,18773.6,19764.6,16623.0,16937.8,1465068.0,21092.6
hsa-miR-128-3p,mirbase-hsa,63722.0,44540.0,49573.0,44178.0,52989.0,54209.0,246286.0,159798.0,111142.0,211179.0,126874.0,125231.0,17788.1,21159.4,13588.4,16930.4,21938.3,20665.4,23732.3,19995.8,14623.5,17019.4,15618.9,13455.5,1289721.0,18043.0
hsa-miR-191-5p,mirbase-hsa,29031.0,22488.0,30170.0,24809.0,23728.0,29341.0,140153.0,97879.0,111296.0,219855.0,189201.0,254570.0,8104.1,10683.3,8269.8,9507.6,9823.8,11185.3,13505.2,12247.8,14643.8,17718.6,23291.7,27352.3,1172521.0,13861.1
hsa-miR-92b-3p,mirbase-hsa,35227.0,21481.0,28645.0,28997.0,30158.0,38790.0,132530.0,84899.0,100113.0,278288.0,139798.0,159650.0,9833.7,10204.9,7851.8,11112.6,12485.9,14787.4,12770.7,10623.6,13172.4,22427.9,17209.9,17153.6,1078576.0,13302.9
hsa-miR-30d-5p,mirbase-hsa,53785.0,36034.0,55003.0,38242.0,34497.0,48121.0,144428.0,106643.0,95786.0,148614.0,107957.0,108714.0,15014.2,17118.5,15076.8,14655.5,14282.3,18344.6,13917.2,13344.5,12603.0,11977.1,13290.1,11680.8,977824.0,14275.4
hsa-miR-30e-5p,mirbase-hsa,35293.0,21771.0,36778.0,28020.0,26716.0,34926.0,159627.0,123872.0,106695.0,161608.0,107314.0,106637.0,9852.1,10342.6,10081.1,10738.1,11060.9,13314.4,15381.8,15500.4,14038.4,13024.4,13211.0,11457.6,949257.0,12333.6
hsa-miR-103a-3p,mirbase-hsa,64057.0,37227.0,44916.0,45158.0,36794.0,42261.0,162849.0,120542.0,95074.0,120338.0,83677.0,93206.0,17881.7,17685.2,12311.8,17306.0,15233.3,16110.6,15692.3,15083.7,12509.3,9698.3,10301.1,10014.5,946099.0,14152.3
hsa-miR-126-5p,mirbase-hsa,22725.0,12895.0,25327.0,20236.0,17151.0,26758.0,85849.0,86611.0,97453.0,164825.0,156071.0,183788.0,6343.7,6126.0,6942.3,7755.1,7100.8,10200.6,8272.5,10837.8,12822.4,13283.6,19213.2,19747.1,899689.0,10720.4
hsa-miR-181c-5p,mirbase-hsa,40870.0,30346.0,41323.0,37800.0,34197.0,43637.0,156468.0,95655.0,74782.0,100156.0,74007.0,78466.0,11409.0,14416.3,11327.0,14486.2,14158.1,16635.2,15077.4,11969.5,9839.4,8071.8,9110.7,8430.8,807707.0,12077.6
hsa-let-7g-5p,mirbase-hsa,47423.0,27886.0,46904.0,31124.0,32591.0,35830.0,117540.0,88909.0,71306.0,107911.0,65696.0,75715.0,13238.2,13247.7,12856.8,11927.7,13493.2,13659.0,11326.2,11125.4,9382.1,8696.8,8087.6,8135.2,748835.0,11264.7
hsa-miR-181b-5p,mirbase-hsa,49090.0,27138.0,52923.0,27692.0,27894.0,18678.0,93410.0,71904.0,76486.0,121001.0,69962.0,80876.0,13703.6,12892.3,14506.6,10612.5,11548.6,7120.4,9001.1,8997.5,10063.6,9751.8,8612.7,8689.7,717054.0,10458.4
hsa-miR-338-3p,mirbase-hsa,14186.0,5873.0,22094.0,12911.0,12860.0,10254.0,83811.0,76337.0,83735.0,170801.0,93280.0,99449.0,3960.1,2790.1,6056.1,4947.9,5324.2,3909.0,8076.1,9552.2,11017.4,13765.2,11483.3,10685.3,685591.0,7630.6
hsa-let-7c-5p,mirbase-hsa,37270.0,26524.0,36390.0,30115.0,26046.0,34493.0,110693.0,88091.0,61002.0,95891.0,64040.0,72520.0,10404.0,12600.6,9974.8,11541.0,10783.5,13149.3,10666.5,11023.0,8026.3,7728.1,7883.7,7791.9,683075.0,10131.1
hsa-miR-92a-3p,mirbase-hsa,34992.0,14307.0,25933.0,17014.0,18848.0,16486.0,75858.0,68435.0,71247.0,147305.0,74638.0,97750.0,9768.1,6796.8,7108.4,6520.3,7803.4,6284.8,7309.7,8563.4,9374.3,11871.6,9188.4,10502.8,662813.0,8424.3
hsa-miR-125b-5p,mirbase-hsa,21128.0,13260.0,22646.0,17515.0,17569.0,20376.0,98515.0,74519.0,60539.0,120394.0,83906.0,99404.0,5897.9,6299.4,6207.4,6712.3,7273.9,7767.7,9493.0,9324.7,7965.4,9702.8,10329.3,10680.5,649771.0,8137.9
hsa-miR-769-5p,mirbase-hsa,43532.0,35408.0,35657.0,32530.0,26346.0,31129.0,120837.0,61122.0,54392.0,81709.0,62411.0,54019.0,12152.0,16821.1,9773.9,12466.5,10907.7,11866.9,11644.0,7648.3,7156.6,6585.1,7683.2,5804.1,639092.0,10042.5
hsa-let-7b-5p,mirbase-hsa,34476.0,19027.0,38584.0,24755.0,24286.0,27594.0,99174.0,76135.0,63882.0,90827.0,62117.0,73205.0,9624.0,9039.1,10576.2,9486.9,10054.8,10519.3,9556.5,9526.9,8405.3,7319.9,7647.0,7865.5,634062.0,9135.1
hsa-miR-124-3p,mirbase-hsa,19494.0,14763.0,25106.0,26979.0,19066.0,28223.0,107878.0,74229.0,57781.0,92928.0,71796.0,93712.0,5441.8,7013.4,6881.8,10339.2,7893.6,10759.1,10395.2,9288.4,7602.5,7489.3,8838.5,10068.9,631955.0,8501.0
hsa-miR-29a-3p,mirbase-hsa,19928.0,10228.0,19207.0,15188.0,16434.0,21468.0,108431.0,87294.0,67120.0,111569.0,70298.0,72006.0,5562.9,4859.0,5264.8,5820.5,6803.9,8184.0,10448.5,10923.3,8831.3,8991.6,8654.1,7736.7,619171.0,7673.4
hsa-miR-125a-5p,mirbase-hsa,27532.0,14909.0,27725.0,17357.0,19107.0,18386.0,95075.0,64618.0,50533.0,102880.0,65301.0,81614.0,7685.6,7082.8,7599.6,6651.8,7910.6,7009.1,9161.5,8085.8,6648.9,8291.3,8038.9,8769.0,585037.0,7744.6
hsa-miR-138-5p,mirbase-hsa,47348.0,26907.0,38373.0,35956.0,33487.0,30806.0,134530.0,70057.0,44212.0,41015.0,22545.0,16601.0,13217.3,12782.6,10518.4,13779.5,13864.2,11743.8,12963.4,8766.4,5817.2,3305.5,2775.4,1783.7,541837.0,9276.4
hsa-miR-30c-5p,mirbase-hsa,23252.0,15116.0,23518.0,17243.0,16444.0,19300.0,88332.0,71737.0,51804.0,81107.0,45766.0,51147.0,6490.9,7181.1,6446.5,6608.1,6808.1,7357.5,8511.7,8976.6,6816.1,6536.6,5634.1,5495.5,504766.0,6905.2
hsa-miR-151a-5p,mirbase-hsa,15768.0,9905.0,27556.0,13296.0,14221.0,15526.0,65647.0,47044.0,44363.0,79141.0,49942.0,53166.0,4401.7,4705.5,7553.3,5095.4,5887.7,5918.8,6325.8,5886.7,5837.1,6378.1,6148.1,5712.4,435575.0,5820.9
hsa-miR-151a-3p,mirbase-hsa,10504.0,6085.0,12899.0,7924.0,9038.0,6077.0,37387.0,33687.0,38812.0,78249.0,56328.0,69938.0,2932.2,2890.8,3535.7,3036.7,3741.9,2316.7,3602.6,4215.3,5106.7,6306.3,6934.3,7514.5,366928.0,4344.5
hsa-miR-26b-5p,mirbase-hsa,10991.0,6578.0,13904.0,8637.0,8713.0,10046.0,41890.0,44098.0,40152.0,76665.0,42438.0,55358.0,3068.2,3125.0,3811.2,3310.0,3607.3,3829.7,4036.6,5518.1,5283.0,6178.6,5224.4,5947.9,359470.0,4411.7
hsa-let-7i-5p,mirbase-hsa,24592.0,10253.0,15220.0,11616.0,11264.0,10682.0,45722.0,39802.0,36102.0,61341.0,39132.0,53564.0,6864.9,4870.8,4171.9,4451.6,4663.5,4072.2,4405.8,4980.5,4750.1,4943.6,4817.4,5755.2,359290.0,4895.6
hsa-miR-411-5p,mirbase-hsa,16683.0,11573.0,13046.0,9906.0,11211.0,14113.0,55260.0,39835.0,25863.0,67326.0,38679.0,49553.0,4657.1,5497.9,3576.0,3796.3,4641.5,5380.1,5324.9,4984.6,3402.9,5426.0,4761.6,5324.2,353048.0,4731.1
hsa-miR-486-5p,mirbase-hsa,23082.0,16796.0,12188.0,8027.0,17203.0,21841.0,31643.0,37016.0,37731.0,48821.0,35665.0,61203.0,6443.4,7979.2,3340.8,3076.2,7122.3,8326.2,3049.1,4631.9,4964.4,3934.6,4390.6,6576.0,351216.0,5319.6
hsa-miR-98-5p,mirbase-hsa,18424.0,11933.0,20298.0,12831.0,10660.0,15676.0,47372.0,34564.0,33263.0,53712.0,38108.0,44093.0,5143.1,5668.9,5563.9,4917.2,4413.4,5976.0,4564.8,4325.1,4376.6,4328.8,4691.3,4737.6,340934.0,4892.2
hsa-miR-100-5p,mirbase-hsa,7580.0,2980.0,8389.0,4603.0,5368.0,6093.0,26101.0,24714.0,35140.0,78017.0,49377.0,84543.0,2116.0,1415.7,2299.5,1764.0,2222.4,2322.8,2515.1,3092.5,4623.5,6287.6,6078.6,9083.7,332905.0,3651.8
hsa-miR-99b-5p,mirbase-hsa,6924.0,3440.0,8167.0,4668.0,5541.0,5460.0,31437.0,29977.0,30899.0,69734.0,50487.0,82143.0,1932.8,1634.2,2238.6,1788.9,2294.1,2081.4,3029.3,3751.1,4065.5,5620.0,6215.2,8825.9,328877.0,3623.1
hsa-miR-16-5p,mirbase-hsa,8758.0,5072.0,8930.0,7307.0,8032.0,8808.0,44372.0,47384.0,37882.0,71469.0,38744.0,39009.0,2444.8,2409.5,2447.8,2800.3,3325.4,3357.8,4275.7,5929.3,4984.3,5759.9,4769.6,4191.3,325767.0,3891.3
hsa-miR-30b-5p,mirbase-hsa,14960.0,10324.0,14666.0,11357.0,9428.0,11962.0,51950.0,40829.0,31278.0,46635.0,29270.0,33307.0,4176.1,4904.6,4020.1,4352.4,3903.3,4560.1,5005.9,5109.0,4115.4,3758.4,3603.3,3578.7,305966.0,4257.3
hsa-miR-340-5p,mirbase-hsa,17749.0,12034.0,27546.0,17836.0,13527.0,14249.0,41171.0,28139.0,24081.0,46203.0,22757.0,27390.0,4954.7,5716.9,7550.6,6835.3,5600.4,5432.0,3967.3,3521.1,3168.4,3723.6,2801.5,2942.9,292682.0,4684.6
hsa-miR-29c-3p,mirbase-hsa,13408.0,7372.0,11346.0,9599.0,9534.0,11154.0,54503.0,42537.0,27353.0,40414.0,23036.0,23161.0,3742.9,3502.2,3110.0,3678.6,3947.2,4252.1,5251.9,5322.7,3599.0,3257.1,2835.9,2488.5,273417.0,3749.0
hsa-miR-204-5p,mirbase-hsa,7678.0,6146.0,6464.0,4370.0,8650.0,6222.0,36575.0,24770.0,17337.0,50038.0,32184.0,66110.0,2143.3,2919.8,1771.8,1674.7,3581.2,2371.9,3524.4,3099.5,2281.1,4032.7,3962.0,7103.2,266544.0,3205.5
hsa-miR-410-3p,mirbase-hsa,12902.0,8373.0,11672.0,9090.0,9524.0,11389.0,46662.0,28804.0,31313.0,39736.0,27231.0,26305.0,3601.6,3977.7,3199.4,3483.6,3943.1,4341.7,4496.4,3604.3,4120.0,3202.4,3352.3,2826.3,263001.0,3679.1
hsa-miR-186-5p,mirbase-hsa,6230.0,5017.0,6949.0,5591.0,6530.0,5818.0,36073.0,32309.0,29798.0,56345.0,33139.0,36978.0,1739.1,2383.4,1904.8,2142.7,2703.5,2217.9,3476.0,4042.9,3920.7,4541.0,4079.6,3973.1,260777.0,3093.7
hsa-let-7e-5p,mirbase-hsa,15401.0,8653.0,14888.0,10006.0,10393.0,12443.0,42608.0,30974.0,24512.0,35403.0,23614.0,25412.0,4299.2,4110.7,4080.9,3834.6,4302.9,4743.5,4105.7,3875.8,3225.2,2853.2,2907.0,2730.4,254307.0,3755.8
hsa-miR-21-5p,mirbase-hsa,15133.0,5711.0,9429.0,13656.0,7228.0,8049.0,26035.0,26251.0,27641.0,44597.0,26566.0,27742.0,4224.4,2713.1,2584.6,5233.4,2992.5,3068.4,2508.8,3284.8,3636.9,3594.2,3270.4,2980.7,238038.0,3341.0
hsa-miR-381-3p,mirbase-hsa,17535.0,12016.0,10355.0,9755.0,7464.0,8945.0,44275.0,31079.0,21250.0,29290.0,18330.0,20666.0,4894.9,5708.4,2838.4,3738.4,3090.2,3410.0,4266.4,3889.0,2796.0,2360.6,2256.5,2220.5,230960.0,3455.8
hsa-miR-221-3p,mirbase-hsa,6661.0,5083.0,5364.0,5700.0,5893.0,6730.0,45654.0,33144.0,23966.0,36401.0,26183.0,26026.0,1859.4,2414.8,1470.3,2184.4,2439.8,2565.6,4399.3,4147.4,3153.3,2933.6,3223.3,2796.4,226805.0,2799.0
hsa-miR-149-5p,mirbase-hsa,19795.0,12196.0,16070.0,11022.0,12595.0,11286.0,46474.0,27961.0,15788.0,21101.0,12055.0,12495.0,5525.8,5793.9,4404.9,4224.0,5214.5,4302.4,4478.3,3498.8,2077.3,1700.6,1484.0,1342.5,218838.0,3670.6
hsa-miR-140-3p,mirbase-hsa,9835.0,5392.0,7464.0,6684.0,5823.0,6556.0,29157.0,23935.0,22532.0,38934.0,23240.0,26980.0,2745.5,2561.6,2045.9,2561.5,2410.8,2499.3,2809.6,2995.0,2964.6,3137.8,2861.0,2898.9,206532.0,2707.6
hsa-miR-451a,mirbase-hsa,9639.0,2783.0,3884.0,3155.0,6889.0,6416.0,25722.0,28774.0,25320.0,25884.0,22561.0,32055.0,2690.8,1322.1,1064.6,1209.1,2852.2,2445.9,2478.6,3600.6,3331.5,2086.1,2777.4,3444.2,193082.0,2441.9
hsa-miR-136-3p,mirbase-hsa,8827.0,4930.0,8376.0,6690.0,6450.0,9023.0,33928.0,21272.0,20479.0,25118.0,16706.0,19033.0,2464.1,2342.1,2295.9,2563.8,2670.4,3439.7,3269.3,2661.8,2694.5,2024.3,2056.6,2045.0,180832.0,2544.0
hsa-miR-146b-5p,mirbase-hsa,9391.0,6819.0,8919.0,7234.0,5498.0,7672.0,27258.0,14286.0,13636.0,24749.0,25219.0,28177.0,2621.5,3239.5,2444.8,2772.3,2276.3,2924.7,2626.6,1787.6,1794.2,1994.6,3104.6,3027.5,178858.0,2551.2
hsa-miR-192-5p,mirbase-hsa,6334.0,4968.0,7189.0,5686.0,5199.0,6250.0,19524.0,16812.0,16139.0,29278.0,25487.0,34170.0,1768.2,2360.1,1970.6,2179.1,2152.5,2382.6,1881.3,2103.7,2123.5,2359.6,3137.6,3671.4,177036.0,2340.8
hsa-miR-107,mirbase-hsa,11989.0,6520.0,8652.0,7747.0,6884.0,7542.0,29376.0,21387.0,17349.0,19476.0,14064.0,15596.0,3346.8,3097.4,2371.6,2968.9,2850.1,2875.1,2830.7,2676.2,2282.7,1569.6,1731.4,1675.7,166582.0,2523.0
hsa-miR-125b-2-3p,mirbase-hsa,7832.0,5902.0,6904.0,5652.0,5317.0,5977.0,25468.0,17557.0,15400.0,25736.0,21080.0,23712.0,2186.3,2803.8,1892.4,2166.0,2201.3,2278.5,2454.1,2196.9,2026.2,2074.1,2595.1,2547.7,166537.0,2285.2
hsa-miR-23b-3p,mirbase-hsa,4806.0,2412.0,6798.0,5644.0,3483.0,4334.0,16076.0,18646.0,21834.0,30106.0,22522.0,20306.0,1341.6,1145.9,1863.4,2163.0,1442.0,1652.2,1549.1,2333.2,2872.8,2426.3,2772.6,2181.8,156967.0,1978.7
hsa-miR-126-3p,mirbase-hsa,6432.0,2598.0,5961.0,5045.0,5167.0,5929.0,19661.0,21601.0,17434.0,24293.0,18733.0,23208.0,1795.5,1234.2,1634.0,1933.4,2139.2,2260.2,1894.5,2703.0,2293.9,1957.8,2306.1,2493.6,156062.0,2053.8
hsa-miR-99a-5p,mirbase-hsa,3915.0,2854.0,3688.0,3056.0,3038.0,3610.0,15525.0,12594.0,12426.0,32649.0,27198.0,35484.0,1092.9,1355.8,1010.9,1171.2,1257.8,1376.2,1496.0,1575.9,1635.0,2631.3,3348.2,3812.6,156037.0,1813.6
hsa-let-7d-5p,mirbase-hsa,10412.0,6277.0,10964.0,8419.0,7697.0,8267.0,27853.0,19194.0,12386.0,18138.0,10970.0,11515.0,2906.5,2982.0,3005.3,3226.4,3186.7,3151.5,2683.9,2401.8,1629.7,1461.8,1350.5,1237.2,152092.0,2435.3
hsa-miR-29b-3p,mirbase-hsa,6589.0,3107.0,4850.0,5719.0,4442.0,4438.0,28805.0,20442.0,14230.0,23302.0,15855.0,18488.0,1839.3,1476.0,1329.4,2191.7,1839.1,1691.8,2775.7,2557.9,1872.3,1878.0,1951.8,1986.4,150267.0,1949.1
hsa-miR-153-3p,mirbase-hsa,1619.0,1367.0,1951.0,2009.0,2160.0,2825.0,17368.0,13816.0,15234.0,32273.0,22078.0,25882.0,451.9,649.4,534.8,769.9,894.3,1076.9,1673.6,1728.8,2004.4,2600.9,2717.9,2780.9,138582.0,1490.3
hsa-miR-222-3p,mirbase-hsa,8121.0,7788.0,7290.0,6566.0,7435.0,8957.0,24586.0,13414.0,11166.0,16502.0,11724.0,11667.0,2267.0,3699.8,1998.2,2516.3,3078.2,3414.6,2369.1,1678.5,1469.2,1329.9,1443.3,1253.6,135216.0,2209.8
hsa-miR-219a-5p,mirbase-hsa,4719.0,1765.0,8264.0,4234.0,4937.0,2911.0,22109.0,15933.0,13553.0,24427.0,8563.0,9475.0,1317.3,838.5,2265.2,1622.6,2044.0,1109.7,2130.4,1993.7,1783.2,1968.6,1054.2,1018.0,120890.0,1595.5
hsa-miR-342-3p,mirbase-hsa,7171.0,5362.0,7498.0,5851.0,4599.0,4816.0,22184.0,12632.0,7384.0,12730.0,8689.0,15313.0,2001.8,2547.3,2055.3,2242.3,1904.1,1835.9,2137.7,1580.7,971.5,1025.9,1069.7,1645.3,114229.0,1751.5
hsa-miR-378a-3p,mirbase-hsa,6544.0,3706.0,4705.0,4499.0,4328.0,3618.0,15467.0,14870.0,11690.0,15110.0,10167.0,12927.0,1826.8,1760.6,1289.7,1724.2,1791.9,1379.2,1490.4,1860.7,1538.1,1217.8,1251.6,1388.9,107631.0,1543.3
hsa-miR-148a-3p,mirbase-hsa,2984.0,1480.0,2260.0,1943.0,2296.0,2754.0,9015.0,7926.0,13280.0,26558.0,13914.0,16928.0,833.0,703.1,619.5,744.6,950.6,1049.9,868.7,991.8,1747.3,2140.4,1712.9,1818.8,101338.0,1181.7
hsa-miR-1307-5p,mirbase-hsa,3352.0,2538.0,7224.0,5059.0,4273.0,4264.0,22552.0,10527.0,12619.0,12495.0,8733.0,4588.0,935.7,1205.7,1980.2,1938.8,1769.1,1625.5,2173.1,1317.3,1660.3,1007.0,1075.1,493.0,98224.0,1431.7
hsa-miR-181a-3p,mirbase-hsa,6105.0,2990.0,6352.0,4202.0,3492.0,3270.0,14592.0,11180.0,9611.0,16338.0,10122.0,9122.0,1704.2,1420.5,1741.1,1610.3,1445.8,1246.6,1406.1,1399.0,1264.6,1316.7,1246.1,980.1,97376.0,1398.4
hsa-miR-28-3p,mirbase-hsa,4443.0,1906.0,2906.0,2567.0,3308.0,2314.0,9810.0,9366.0,9832.0,21468.0,13118.0,15660.0,1240.3,905.5,796.6,983.8,1369.6,882.1,945.3,1172.0,1293.6,1730.2,1614.9,1682.6,96698.0,1218.0
hsa-miR-139-5p,mirbase-hsa,3764.0,2681.0,3084.0,2949.0,3058.0,3551.0,16516.0,14205.0,9422.0,13404.0,9447.0,13052.0,1050.7,1273.7,845.4,1130.2,1266.1,1353.7,1591.5,1777.5,1239.7,1080.3,1163.0,1402.4,95133.0,1264.5
hsa-miR-218-5p,mirbase-hsa,2424.0,1847.0,2043.0,2125.0,2071.0,2969.0,12794.0,12064.0,11473.0,17903.0,12299.0,12583.0,676.7,877.5,560.0,814.4,857.4,1131.8,1232.8,1509.6,1509.6,1442.8,1514.1,1352.0,92595.0,1123.2
hsa-miR-25-3p,mirbase-hsa,4226.0,1981.0,3374.0,2355.0,2640.0,2316.0,9459.0,9993.0,9696.0,19897.0,10936.0,14314.0,1179.7,941.1,924.8,902.5,1093.0,882.9,911.5,1250.4,1275.8,1603.5,1346.3,1538.0,91187.0,1154.1
hsa-miR-423-3p,mirbase-hsa,8876.0,4984.0,6525.0,4404.0,4742.0,5093.0,17221.0,11263.0,6665.0,10733.0,4833.0,4786.0,2477.8,2367.7,1788.6,1687.8,1963.3,1941.5,1659.4,1409.4,877.0,865.0,595.0,514.2,90125.0,1512.2
hsa-miR-219a-2-3p,mirbase-hsa,7671.0,3543.0,9085.0,3530.0,3599.0,2159.0,12166.0,9109.0,9658.0,14533.0,7128.0,6989.0,2141.4,1683.2,2490.3,1352.8,1490.0,823.0,1172.3,1139.8,1270.8,1171.2,877.5,750.9,89170.0,1363.6
hsa-miR-301a-3p,mirbase-hsa,1274.0,841.0,1701.0,1852.0,1956.0,2086.0,12672.0,11252.0,10600.0,17625.0,10731.0,11266.0,355.6,399.5,466.3,709.8,809.8,795.2,1221.1,1408.0,1394.7,1420.4,1321.0,1210.5,83856.0,959.3
hsa-miR-181c-3p,mirbase-hsa,5242.0,3346.0,4097.0,3552.0,3038.0,3874.0,14673.0,9442.0,7378.0,11608.0,8281.0,8420.0,1463.3,1589.6,1123.0,1361.2,1257.8,1476.8,1413.9,1181.5,970.8,935.5,1019.4,904.7,82951.0,1224.8
hsa-miR-195-5p,mirbase-hsa,2354.0,1500.0,1713.0,1854.0,1724.0,1854.0,9924.0,10354.0,7718.0,16093.0,9672.0,14725.0,657.1,712.6,469.6,710.5,713.8,706.8,956.3,1295.6,1015.5,1297.0,1190.7,1582.1,79485.0,942.3
hsa-miR-9-3p,mirbase-hsa,3166.0,1332.0,2587.0,2451.0,2086.0,2167.0,12225.0,9696.0,8108.0,14128.0,8792.0,12734.0,883.8,632.8,709.1,939.3,863.6,826.1,1178.0,1213.3,1066.8,1138.6,1082.3,1368.2,79472.0,991.8
hsa-miR-148b-3p,mirbase-hsa,1916.0,1016.0,1629.0,1280.0,1334.0,1514.0,7957.0,7794.0,8059.0,16516.0,12930.0,16602.0,534.9,482.7,446.5,490.5,552.3,577.2,766.7,975.3,1060.4,1331.1,1591.8,1783.8,78547.0,882.8
hsa-miR-889-3p,mirbase-hsa,3361.0,2569.0,2462.0,2907.0,1904.0,2533.0,13282.0,7856.0,9738.0,14202.0,6966.0,7685.0,938.2,1220.4,674.9,1114.0,788.3,965.6,1279.9,983.0,1281.3,1144.6,857.5,825.7,75465.0,1006.1
hsa-miR-129-5p,mirbase-hsa,5676.0,3069.0,4048.0,2814.0,2956.0,3237.0,14723.0,8787.0,6193.0,6946.0,6001.0,7110.0,1584.5,1458.0,1109.6,1078.4,1223.8,1234.0,1418.7,1099.5,814.8,559.8,738.8,763.9,71560.0,1090.3
hsa-miR-744-5p,mirbase-hsa,5810.0,4137.0,4079.0,3771.0,3357.0,3753.0,13281.0,8186.0,6212.0,7832.0,5016.0,4477.0,1621.9,1965.3,1118.1,1445.2,1389.8,1430.7,1279.8,1024.3,817.3,631.2,617.5,481.0,69911.0,1151.9
hsa-miR-93-5p,mirbase-hsa,2833.0,1380.0,2791.0,2066.0,2021.0,1888.0,9624.0,8921.0,8331.0,12600.0,7483.0,7643.0,790.8,655.6,765.0,791.8,836.7,719.7,927.4,1116.3,1096.2,1015.5,921.2,821.2,67581.0,871.4
hsa-miR-30a-3p,mirbase-hsa,2611.0,1020.0,1515.0,1252.0,1250.0,1247.0,6547.0,6370.0,7068.0,15282.0,9456.0,13882.0,728.9,484.6,415.3,479.8,517.5,475.4,630.9,797.1,930.0,1231.6,1164.1,1491.5,67500.0,778.9
hsa-miR-15a-5p,mirbase-hsa,2880.0,1552.0,3368.0,2416.0,2780.0,2636.0,11853.0,10264.0,6845.0,11115.0,5692.0,5714.0,804.0,737.3,923.2,925.9,1151.0,1004.9,1142.2,1284.4,900.6,895.8,700.7,613.9,67115.0,923.6
