name,ref,SRR1103937.trimmed,SRR1103938.trimmed,SRR1103939.trimmed,SRR1103940.trimmed,SRR1103941.trimmed,SRR1103942.trimmed,SRR1103943.trimmed,SRR1103944.trimmed,SRR1103945.trimmed,SRR1103946.trimmed,SRR1103947.trimmed,SRR1103948.trimmed,SRR1103937.trimmed norm,SRR1103938.trimmed norm,SRR1103939.trimmed norm,SRR1103940.trimmed norm,SRR1103941.trimmed norm,SRR1103942.trimmed norm,SRR1103943.trimmed norm,SRR1103944.trimmed norm,SRR1103945.trimmed norm,SRR1103946.trimmed norm,SRR1103947.trimmed norm,SRR1103948.trimmed norm,total_reads,mean_norm
hsa-miR-181a-5p,mirbase-hsa,729962.5,466724.5,933988.5,551787.5,451743.5,366465.0,1534169.5,1125487.0,1103582.5,1950549.5,1058805.0,1163763.5,203770.5,221724.0,256013.7,211461.9,187029.1,139702.3,147833.8,140834.4,145203.6,157199.2,130344.9,125040.6,11437028.5,172179.8
hsa-miR-26a-5p,mirbase-hsa,145799.0,107594.5,230278.0,200788.0,134358.0,205032.5,776330.5,753649.0,760563.0,1210224.0,936571.5,1002070.5,40700.1,51114.3,63121.0,76948.1,55626.4,78161.7,74807.8,94305.6,100070.9,97534.7,115297.3,107667.5,6463258.5,79612.9
hsa-miR-9-5p,mirbase-hsa,232244.0,112402.0,151785.0,133308.0,128663.0,128098.0,569440.0,502733.0,406674.0,661398.0,409193.0,563534.0,64831.4,53398.1,41605.5,51087.7,53268.6,48833.0,54871.7,62908.0,53508.0,53303.6,50374.0,60548.9,3999472.0,54044.9
hsa-miR-22-3p,mirbase-hsa,143357.0,78859.0,148710.0,122790.0,119257.0,143209.0,638719.0,412378.0,382974.0,523800.0,373676.0,258091.0,40018.4,37463.1,40762.6,47056.9,49374.3,54593.6,61547.5,51601.7,50389.7,42214.2,46001.6,27730.6,3345820.0,45729.5
hsa-let-7a-5p,mirbase-hsa,171297.3,91379.8,187378.9,119996.0,107602.5,142363.9,460192.6,367403.3,330088.3,505331.5,316865.3,397796.1,47818.0,43411.2,51362.1,45986.1,44549.2,54271.4,44344.5,45973.9,43431.3,40725.8,39007.9,42741.2,3197695.5,45301.9
hsa-miR-143-3p,mirbase-hsa,162417.0,73880.0,130294.0,83761.0,123760.0,136984.0,280141.0,210990.0,404235.0,429409.0,346162.0,446185.0,45339.0,35097.7,35714.6,32099.8,51238.6,52220.5,26994.6,26401.6,53187.1,34607.0,42614.5,47940.3,2828218.0,40288.0
hsa-miR-27b-3p,mirbase-hsa,96557.5,52784.0,144135.0,72631.5,75422.0,71040.5,357584.0,284465.5,359794.0,598310.0,345538.5,349106.0,26954.2,25075.8,39508.6,27834.6,31225.9,27081.8,34457.1,35595.7,47339.8,48219.2,42537.8,37509.7,2807368.5,35278.3
hsa-miR-30a-5p,mirbase-hsa,146463.0,71279.5,115361.5,90221.0,78321.5,87821.5,340172.5,264192.5,257578.0,446031.8,299618.5,383035.0,40885.4,33862.3,31621.5,34575.5,32426.4,33479.0,32779.3,33058.9,33890.8,35946.7,36884.7,41155.2,2580096.2,35047.1
hsa-miR-127-3p,mirbase-hsa,58026.0,36221.0,49161.0,38621.0,40481.0,45079.0,219312.0,144331.0,188240.0,302271.0,305748.0,344846.0,16198.1,17207.3,13475.4,14800.8,16759.8,17184.8,21133.1,18060.4,24767.6,24360.7,37639.3,37052.0,1772337.0,21553.3
hsa-let-7f-5p,mirbase-hsa,124890.7,64864.7,107708.4,69362.6,67437.9,74720.1,248156.6,195853.8,168785.1,281541.6,158043.5,210515.0,34863.5,30814.9,29523.7,26581.9,27920.4,28484.5,23912.6,24507.6,22207.8,22690.1,19456.0,22618.8,1771880.0,26131.8
hsa-miR-101-3p,mirbase-hsa,93922.0,49743.0,73428.0,60142.0,53446.0,59974.0,218371.0,175445.0,142684.0,245242.0,135030.0,157641.0,26218.5,23631.1,20127.2,23048.3,22127.5,22863.0,21042.4,21953.8,18773.6,19764.6,16623.0,16937.7,1465068.0,21092.6
hsa-miR-128-3p,mirbase-hsa,63722.0,44540.0,49573.0,44178.0,52989.0,54209.0,246286.0,159798.0,111142.0,211179.0,126874.0,125231.0,17788.1,21159.3,13588.4,16930.4,21938.3,20665.3,23732.3,19995.8,14623.5,17019.4,15618.9,13455.5,1289721.0,18042.9
hsa-miR-191-5p,mirbase-hsa,29031.0,22488.0,30170.0,24809.0,23728.0,29341.0,140153.0,97879.0,111296.0,219855.0,189201.0,254570.0,8104.1,10683.2,8269.8,9507.6,9823.8,11185.3,13505.3,12247.8,14643.7,17718.6,23291.7,27352.3,1172521.0,13861.1
hsa-miR-92b-3p,mirbase-hsa,35227.0,21481.0,28645.0,28997.0,30158.0,38789.5,132529.5,84899.0,100113.0,278288.0,139798.5,159650.0,9833.7,10204.9,7851.8,11112.5,12485.9,14787.2,12770.6,10623.6,13172.3,22427.9,17210.0,17153.6,1078575.5,13302.8
hsa-miR-30d-5p,mirbase-hsa,53785.0,36034.5,55003.0,38242.5,34497.0,48121.0,144427.5,106643.0,95786.0,148614.0,107957.0,108714.5,15014.2,17118.7,15076.8,14655.7,14282.3,18344.5,13917.1,13344.5,12603.0,11977.1,13290.1,11680.8,977825.0,14275.4
hsa-miR-30e-5p,mirbase-hsa,35293.0,21771.0,36777.5,28019.5,26715.5,34926.5,159627.0,123871.8,106695.0,161607.8,107314.5,106636.8,9852.1,10342.6,10081.0,10737.9,11060.6,13314.5,15381.8,15500.3,14038.4,13024.3,13211.0,11457.6,949255.9,12333.5
hsa-miR-103a-3p,mirbase-hsa,64057.0,37227.0,44915.5,45157.8,36794.0,42261.0,162849.0,120541.5,95074.0,120337.5,83677.0,93205.5,17881.6,17685.2,12311.7,17305.9,15233.3,16110.6,15692.3,15083.6,12509.3,9698.3,10301.1,10014.5,946096.8,14152.3
hsa-miR-126-5p,mirbase-hsa,22725.0,12895.0,25327.0,20236.0,17151.0,26758.0,85849.0,86611.0,97453.0,164825.0,156071.0,183788.0,6343.7,6125.9,6942.3,7755.1,7100.8,10200.6,8272.5,10837.8,12822.4,13283.6,19213.2,19747.1,899689.0,10720.4
hsa-miR-181c-5p,mirbase-hsa,40870.5,30346.0,41323.0,37800.0,34197.0,43637.0,156468.0,95655.0,74782.0,100156.0,74007.0,78466.0,11409.1,14416.3,11327.0,14486.1,14158.1,16635.1,15077.4,11969.5,9839.4,8071.8,9110.7,8430.8,807707.5,12077.6
hsa-let-7g-5p,mirbase-hsa,47422.8,27885.7,46904.1,31124.5,32590.8,35830.2,117539.8,88909.2,71305.5,107910.8,65695.5,75714.6,13238.2,13247.5,12856.8,11927.9,13493.1,13659.0,11326.2,11125.4,9382.0,8696.8,8087.5,8135.1,748833.5,11264.6
hsa-miR-181b-5p,mirbase-hsa,49090.0,27138.0,52923.0,27692.0,27893.5,18678.5,93409.5,71904.0,76485.5,121001.0,69961.5,80875.5,13703.6,12892.3,14506.6,10612.4,11548.4,7120.5,9001.0,8997.5,10063.6,9751.7,8612.7,8689.7,717052.0,10458.3
hsa-miR-338-3p,mirbase-hsa,14185.5,5873.0,22094.5,12911.0,12860.0,10253.5,83811.0,76337.0,83735.0,170801.0,93280.0,99449.0,3959.9,2790.1,6056.3,4947.9,5324.2,3908.8,8076.1,9552.2,11017.4,13765.2,11483.3,10685.3,685590.5,7630.6
hsa-let-7c-5p,mirbase-hsa,37269.8,26524.1,36390.2,30114.6,26045.9,34492.6,110692.6,88090.7,61001.6,95891.3,64040.2,72519.6,10403.9,12600.7,9974.9,11540.9,10783.4,13149.1,10666.4,11023.0,8026.3,7728.1,7883.7,7791.9,683073.2,10131.0
hsa-miR-92a-3p,mirbase-hsa,34991.5,14307.0,25933.0,17014.0,18848.0,16485.5,75857.5,68435.0,71247.0,147305.0,74638.0,97750.0,9768.0,6796.7,7108.4,6520.3,7803.4,6284.5,7309.7,8563.4,9374.3,11871.6,9188.4,10502.8,662811.5,8424.3
hsa-miR-125b-5p,mirbase-hsa,21128.0,13260.5,22646.0,17515.0,17569.0,20375.5,98515.0,74519.0,60539.0,120393.5,83906.5,99403.5,5897.9,6299.6,6207.4,6712.3,7273.9,7767.5,9493.0,9324.7,7965.4,9702.8,10329.4,10680.4,649770.5,8137.9
hsa-miR-769-5p,mirbase-hsa,43532.0,35408.0,35657.0,32530.0,26346.0,31129.0,120837.0,61122.0,54392.0,81709.0,62411.0,54019.0,12152.0,16821.1,9773.9,12466.5,10907.7,11866.9,11644.0,7648.3,7156.6,6585.1,7683.1,5804.1,639092.0,10042.4
hsa-let-7b-5p,mirbase-hsa,34475.5,19026.7,38583.6,24754.6,24285.5,27593.9,99174.5,76135.4,63881.8,90826.9,62117.2,73205.4,9623.9,9038.9,10576.1,9486.7,10054.6,10519.2,9556.5,9527.0,8405.2,7319.9,7647.0,7865.6,634060.9,9135.1
hsa-miR-124-3p,mirbase-hsa,19494.0,14763.0,25106.0,26979.0,19066.0,28223.0,107878.0,74229.0,57781.0,92928.0,71796.0,93712.0,5441.8,7013.4,6881.8,10339.2,7893.6,10759.1,10395.2,9288.4,7602.5,7489.3,8838.5,10068.9,631955.0,8501.0
hsa-miR-29a-3p,mirbase-hsa,19928.5,10228.0,19207.0,15188.3,16434.0,21467.5,108431.0,87294.0,67120.5,111569.0,70297.5,72006.5,5563.1,4858.9,5264.8,5820.6,6803.9,8183.8,10448.5,10923.3,8831.4,8991.6,8654.0,7736.7,619171.8,7673.4
hsa-miR-125a-5p,mirbase-hsa,27532.0,14909.0,27725.0,17357.0,19107.0,18386.0,95075.0,64618.0,50533.0,102880.0,65301.0,81614.0,7685.6,7082.7,7599.6,6651.7,7910.6,7009.0,9161.5,8085.8,6648.9,8291.3,8038.9,8769.0,585037.0,7744.6
hsa-miR-138-5p,mirbase-hsa,47348.0,26907.0,38373.0,35956.0,33487.0,30806.0,134530.0,70057.0,44212.0,41015.0,22545.0,16601.0,13217.3,12782.5,10518.4,13779.4,13864.2,11743.7,12963.4,8766.4,5817.2,3305.5,2775.4,1783.7,541837.0,9276.4
hsa-miR-30c-5p,mirbase-hsa,23251.5,15115.5,23517.5,17243.0,16444.5,19300.5,88331.5,71737.3,51803.5,81107.2,45765.5,51147.3,6490.7,7180.8,6446.3,6608.1,6808.3,7357.7,8511.7,8976.6,6816.0,6536.6,5634.0,5495.5,504764.9,6905.2
hsa-miR-151a-5p,mirbase-hsa,15768.3,9905.3,27555.8,13295.5,14221.3,15525.8,65646.8,47044.2,44362.8,79140.8,49942.3,53165.5,4401.8,4705.7,7553.3,5095.2,5887.9,5918.7,6325.8,5886.7,5837.0,6378.1,6148.2,5712.4,435574.7,5820.9
hsa-miR-151a-3p,mirbase-hsa,10504.0,6085.0,12899.0,7924.0,9038.0,6077.0,37387.0,33687.0,38812.0,78249.0,56328.0,69938.0,2932.2,2890.8,3535.7,3036.7,3741.9,2316.7,3602.6,4215.3,5106.7,6306.3,6934.3,7514.5,366928.0,4344.5
hsa-miR-26b-5p,mirbase-hsa,10991.0,6577.5,13903.5,8637.0,8713.0,10045.5,41889.5,44098.0,40151.5,76665.0,42438.5,55357.5,3068.2,3124.7,3811.1,3310.0,3607.3,3829.5,4036.5,5518.1,5282.9,6178.6,5224.4,5947.9,359467.5,4411.6
hsa-let-7i-5p,mirbase-hsa,24591.5,10252.7,15220.5,11615.5,11264.0,10682.5,45721.5,39802.5,36101.8,61341.3,39131.5,53564.2,6864.8,4870.7,4172.1,4451.4,4663.5,4072.3,4405.8,4980.6,4750.1,4943.6,4817.3,5755.2,359289.5,4895.6
hsa-miR-411-5p,mirbase-hsa,16683.0,11573.0,13046.0,9906.0,11211.0,14113.0,55260.0,39835.0,25863.0,67326.0,38679.0,49553.0,4657.1,5497.9,3576.0,3796.3,4641.5,5380.1,5324.9,4984.6,3402.9,5425.9,4761.6,5324.2,353048.0,4731.1
hsa-miR-486-5p,mirbase-hsa,23082.0,16796.0,12188.0,8027.0,17203.0,21841.0,31643.0,37016.0,37731.0,48821.0,35665.0,61203.0,6443.4,7979.2,3340.8,3076.2,7122.3,8326.1,3049.1,4631.9,4964.4,3934.6,4390.6,6576.0,351216.0,5319.6
hsa-miR-98-5p,mirbase-hsa,18423.5,11932.7,20297.7,12830.6,10659.5,15676.0,47372.5,34564.3,33262.9,53712.4,38108.0,44093.1,5143.0,5668.8,5563.8,4917.1,4413.2,5975.9,4564.9,4325.1,4376.6,4328.8,4691.3,4737.6,340933.3,4892.2
hsa-miR-100-5p,mirbase-hsa,7579.5,2980.0,8389.0,4603.0,5368.5,6093.0,26101.0,24714.5,35140.0,78017.0,49377.0,84543.0,2115.8,1415.7,2299.5,1764.0,2222.7,2322.8,2515.1,3092.6,4623.5,6287.6,6078.6,9083.7,332905.5,3651.8
hsa-miR-99b-5p,mirbase-hsa,6924.0,3440.0,8167.0,4668.0,5541.0,5460.0,31437.0,29977.0,30899.0,69734.0,50487.0,82143.0,1932.8,1634.2,2238.6,1788.9,2294.1,2081.4,3029.3,3751.1,4065.5,5620.0,6215.2,8825.9,328877.0,3623.1
hsa-miR-16-5p,mirbase-hsa,8757.5,5072.5,8930.0,7307.0,8032.5,8807.5,44372.5,47383.5,37882.5,71469.0,38744.5,39009.0,2444.7,2409.8,2447.8,2800.3,3325.6,3357.6,4275.8,5929.2,4984.4,5759.9,4769.7,4191.3,325768.0,3891.3
hsa-miR-30b-5p,mirbase-hsa,14960.5,10323.5,14665.5,11357.0,9427.5,11962.5,51949.5,40829.3,31277.5,46635.2,29270.5,33307.3,4176.2,4904.3,4019.9,4352.4,3903.1,4560.3,5005.9,5109.1,4115.3,3758.4,3603.4,3578.7,305965.9,4257.3
hsa-miR-340-5p,mirbase-hsa,17749.0,12034.0,27546.0,17836.0,13527.0,14249.0,41171.0,28139.0,24081.0,46203.0,22757.0,27390.0,4954.7,5716.9,7550.6,6835.3,5600.4,5431.9,3967.3,3521.1,3168.4,3723.6,2801.5,2942.9,292682.0,4684.6
hsa-miR-29c-3p,mirbase-hsa,13408.5,7372.0,11346.5,9599.3,9534.5,11154.5,54503.0,42537.0,27353.0,40414.5,23035.5,23161.0,3743.0,3502.2,3110.2,3678.8,3947.4,4252.3,5251.9,5322.7,3599.0,3257.1,2835.8,2488.5,273419.3,3749.1
hsa-miR-204-5p,mirbase-hsa,7678.0,6146.5,6464.0,4370.0,8649.5,6221.5,36575.0,24770.0,17337.0,50038.0,32184.5,66109.5,2143.3,2920.0,1771.8,1674.7,3581.0,2371.7,3524.4,3099.5,2281.1,4032.7,3962.1,7103.1,266543.5,3205.5
hsa-miR-410-3p,mirbase-hsa,12902.0,8373.0,11672.0,9090.0,9524.0,11389.0,46662.0,28804.0,31313.0,39736.0,27231.0,26305.0,3601.6,3977.7,3199.4,3483.6,3943.1,4341.7,4496.4,3604.3,4120.0,3202.4,3352.3,2826.3,263001.0,3679.1
hsa-miR-186-5p,mirbase-hsa,6230.0,5017.0,6949.0,5591.0,6530.0,5818.0,36073.0,32309.0,29798.0,56345.0,33139.0,36978.0,1739.1,2383.4,1904.8,2142.6,2703.5,2217.9,3476.0,4042.9,3920.7,4541.0,4079.6,3973.1,260777.0,3093.7
hsa-let-7e-5p,mirbase-hsa,15401.3,8653.3,14888.2,10006.2,10393.3,12442.8,42608.1,30974.3,24512.3,35403.4,23613.9,25412.2,4299.3,4110.9,4081.0,3834.7,4303.0,4743.4,4105.8,3875.9,3225.2,2853.2,2907.0,2730.4,254309.4,3755.8
hsa-miR-21-5p,mirbase-hsa,15133.0,5711.0,9429.0,13656.0,7228.0,8049.0,26035.0,26251.0,27641.0,44597.0,26566.0,27742.0,4224.4,2713.1,2584.6,5233.4,2992.5,3068.4,2508.8,3284.8,3636.9,3594.2,3270.4,2980.7,238038.0,3341.0
hsa-miR-381-3p,mirbase-hsa,17535.0,12016.5,10355.0,9755.0,7464.0,8945.0,44275.0,31079.0,21250.0,29290.0,18330.5,20665.5,4894.9,5708.6,2838.4,3738.4,3090.2,3410.0,4266.4,3889.0,2796.0,2360.6,2256.6,2220.4,230960.5,3455.8
hsa-miR-221-3p,mirbase-hsa,6661.0,5083.0,5364.5,5700.0,5893.0,6730.0,45654.0,33144.0,23966.0,36401.0,26183.0,26026.0,1859.4,2414.8,1470.5,2184.4,2439.8,2565.6,4399.3,4147.4,3153.3,2933.6,3223.3,2796.4,226805.5,2799.0
hsa-miR-149-5p,mirbase-hsa,19795.0,12196.0,16070.0,11022.0,12595.0,11286.0,46474.0,27961.0,15788.0,21101.0,12055.0,12495.0,5525.8,5793.9,4404.9,4224.0,5214.5,4302.4,4478.3,3498.8,2077.3,1700.6,1484.0,1342.5,218838.0,3670.6
hsa-miR-140-3p,mirbase-hsa,9835.0,5392.0,7464.0,6684.0,5823.0,6556.0,29157.0,23935.0,22532.0,38934.0,23240.0,26980.0,2745.5,2561.5,2045.9,2561.5,2410.8,2499.2,2809.6,2995.0,2964.6,3137.8,2861.0,2898.9,206532.0,2707.6
hsa-miR-451a,mirbase-hsa,9639.0,2783.0,3884.0,3155.0,6889.0,6416.0,25722.0,28773.5,25319.5,25884.5,22561.0,32055.0,2690.8,1322.1,1064.6,1209.1,2852.2,2445.9,2478.6,3600.5,3331.4,2086.1,2777.4,3444.2,193081.5,2441.9
hsa-miR-136-3p,mirbase-hsa,8827.0,4930.0,8376.0,6690.0,6450.0,9023.0,33928.0,21272.0,20479.0,25118.0,16706.0,19033.0,2464.1,2342.1,2295.9,2563.8,2670.4,3439.7,3269.3,2661.8,2694.5,2024.3,2056.6,2045.0,180832.0,2544.0
hsa-miR-146b-5p,mirbase-hsa,9391.0,6819.0,8919.0,7234.0,5497.5,7672.5,27258.0,14286.5,13636.5,24749.0,25219.0,28177.0,2621.5,3239.5,2444.8,2772.3,2276.1,2924.9,2626.6,1787.7,1794.2,1994.6,3104.6,3027.5,178859.0,2551.2
hsa-miR-192-5p,mirbase-hsa,6334.5,4967.5,7189.0,5686.0,5199.0,6249.5,19524.0,16812.5,16139.0,29278.5,25487.0,34169.5,1768.3,2359.9,1970.6,2179.1,2152.5,2382.4,1881.3,2103.8,2123.5,2359.6,3137.6,3671.3,177036.0,2340.8
hsa-miR-107,mirbase-hsa,11989.0,6520.5,8652.0,7746.8,6883.5,7542.5,29376.0,21387.0,17349.0,19475.5,14064.0,15596.5,3346.8,3097.7,2371.6,2968.8,2849.9,2875.3,2830.7,2676.2,2282.7,1569.6,1731.4,1675.8,166582.3,2523.0
hsa-miR-125b-2-3p,mirbase-hsa,7832.0,5902.0,6904.0,5652.0,5317.0,5977.0,25468.0,17557.0,15400.0,25736.0,21080.0,23712.0,2186.3,2803.8,1892.4,2166.0,2201.3,2278.5,2454.1,2196.9,2026.2,2074.1,2595.1,2547.7,166537.0,2285.2
hsa-miR-23b-3p,mirbase-hsa,4805.5,2412.0,6797.5,5643.5,3483.0,4334.0,16075.5,18645.5,21834.5,30106.0,22522.0,20306.5,1341.5,1145.8,1863.2,2162.8,1442.0,1652.2,1549.0,2333.2,2872.9,2426.3,2772.6,2181.8,156965.5,1978.6
hsa-miR-126-3p,mirbase-hsa,6432.0,2598.0,5961.0,5045.0,5167.0,5929.0,19661.0,21601.0,17434.0,24293.0,18733.0,23208.0,1795.5,1234.2,1634.0,1933.4,2139.2,2260.2,1894.5,2703.0,2293.9,1957.8,2306.1,2493.6,156062.0,2053.8
hsa-miR-99a-5p,mirbase-hsa,3915.0,2853.5,3687.5,3055.5,3038.5,3610.0,15525.0,12594.0,12426.0,32649.0,27198.0,35483.5,1092.9,1355.6,1010.8,1171.0,1258.0,1376.2,1496.0,1575.9,1635.0,2631.3,3348.2,3812.5,156035.5,1813.6
hsa-let-7d-5p,mirbase-hsa,10411.9,6277.5,10964.2,8419.2,7696.8,8266.9,27853.3,19193.5,12386.4,18138.4,10969.5,11515.3,2906.5,2982.2,3005.4,3226.5,3186.6,3151.5,2684.0,2401.7,1629.7,1461.8,1350.4,1237.3,152093.0,2435.3
hsa-miR-29b-3p,mirbase-hsa,6589.0,3107.0,4849.5,5719.3,4441.5,4438.0,28805.0,20442.0,14229.5,23301.5,15855.0,18488.5,1839.3,1476.0,1329.3,2191.8,1838.8,1691.8,2775.7,2557.9,1872.2,1877.9,1951.8,1986.5,150265.8,1949.1
hsa-miR-153-3p,mirbase-hsa,1619.0,1367.0,1951.0,2009.0,2160.0,2825.0,17368.0,13816.0,15234.0,32273.0,22078.0,25882.0,451.9,649.4,534.8,769.9,894.3,1076.9,1673.6,1728.8,2004.4,2600.9,2717.9,2780.9,138582.0,1490.3
hsa-miR-222-3p,mirbase-hsa,8121.0,7788.0,7290.0,6566.0,7435.0,8957.0,24586.0,13414.0,11166.0,16502.0,11724.0,11667.0,2267.0,3699.8,1998.2,2516.3,3078.2,3414.6,2369.1,1678.5,1469.2,1329.9,1443.3,1253.6,135216.0,2209.8
hsa-miR-219a-5p,mirbase-hsa,4719.0,1765.0,8264.0,4234.0,4937.0,2911.0,22109.0,15933.0,13553.0,24427.0,8563.0,9475.0,1317.3,838.5,2265.2,1622.6,2044.0,1109.7,2130.4,1993.7,1783.2,1968.6,1054.2,1018.0,120890.0,1595.5
hsa-miR-342-3p,mirbase-hsa,7171.0,5362.0,7498.0,5851.0,4599.0,4816.0,22184.0,12632.0,7384.0,12730.0,8689.0,15313.0,2001.8,2547.3,2055.3,2242.3,1904.1,1835.9,2137.7,1580.7,971.5,1025.9,1069.7,1645.3,114229.0,1751.5
hsa-miR-378a-3p,mirbase-hsa,6544.4,3705.7,4704.8,4499.2,4328.5,3617.6,15467.1,14870.3,11690.3,15109.6,10166.8,12927.4,1826.9,1760.4,1289.6,1724.2,1792.1,1379.1,1490.4,1860.7,1538.1,1217.7,1251.6,1389.0,107631.5,1543.3
hsa-miR-148a-3p,mirbase-hsa,2983.5,1480.5,2260.0,1943.0,2296.5,2754.5,9014.8,7926.5,13280.0,26558.5,13913.5,16928.0,832.9,703.3,619.5,744.6,950.8,1050.1,868.7,991.9,1747.3,2140.4,1712.8,1818.8,101339.3,1181.8
hsa-miR-1307-5p,mirbase-hsa,3352.0,2538.0,7224.0,5059.0,4273.0,4264.0,22552.0,10527.0,12619.0,12495.0,8733.0,4588.0,935.7,1205.7,1980.2,1938.8,1769.1,1625.5,2173.1,1317.3,1660.3,1007.0,1075.1,493.0,98224.0,1431.7
hsa-miR-181a-3p,mirbase-hsa,6105.0,2989.5,6352.0,4201.5,3492.5,3270.5,14592.0,11180.0,9611.0,16338.5,10122.0,9122.5,1704.2,1420.2,1741.1,1610.1,1446.0,1246.8,1406.1,1399.0,1264.6,1316.8,1246.1,980.2,97377.0,1398.4
hsa-miR-28-3p,mirbase-hsa,4443.0,1906.0,2906.0,2567.0,3308.0,2314.0,9809.5,9366.0,9832.0,21468.0,13118.0,15659.5,1240.3,905.5,796.6,983.8,1369.6,882.1,945.2,1172.0,1293.6,1730.2,1614.9,1682.5,96697.0,1218.0
hsa-miR-139-5p,mirbase-hsa,3764.0,2681.0,3084.0,2949.0,3058.0,3551.0,16516.0,14205.0,9422.0,13404.0,9447.0,13052.0,1050.7,1273.7,845.4,1130.2,1266.1,1353.7,1591.5,1777.5,1239.7,1080.3,1163.0,1402.4,95133.0,1264.5
hsa-miR-218-5p,mirbase-hsa,2424.0,1847.0,2043.0,2125.0,2071.0,2969.0,12794.0,12064.0,11473.0,17903.0,12299.0,12583.0,676.7,877.4,560.0,814.4,857.4,1131.8,1232.8,1509.6,1509.6,1442.8,1514.1,1352.0,92595.0,1123.2
hsa-miR-25-3p,mirbase-hsa,4226.5,1981.0,3374.0,2355.0,2640.0,2316.0,9459.0,9993.0,9696.0,19897.0,10936.5,14314.0,1179.8,941.1,924.8,902.5,1093.0,882.9,911.5,1250.4,1275.8,1603.5,1346.3,1538.0,91188.0,1154.1
hsa-miR-423-3p,mirbase-hsa,8876.0,4984.0,6525.0,4404.0,4742.0,5093.0,17221.0,11263.0,6665.0,10733.0,4833.0,4786.0,2477.8,2367.7,1788.5,1687.8,1963.3,1941.5,1659.4,1409.4,877.0,865.0,595.0,514.2,90125.0,1512.2
hsa-miR-219a-2-3p,mirbase-hsa,7671.0,3543.0,9085.0,3530.0,3599.0,2159.0,12166.0,9109.0,9658.0,14533.0,7128.0,6989.0,2141.4,1683.2,2490.3,1352.8,1490.0,823.0,1172.3,1139.8,1270.8,1171.2,877.5,750.9,89170.0,1363.6
hsa-miR-301a-3p,mirbase-hsa,1274.0,841.0,1701.0,1852.5,1956.5,2086.0,12672.5,11252.5,10599.5,17625.0,10731.0,11266.5,355.6,399.5,466.3,709.9,810.0,795.2,1221.1,1408.0,1394.6,1420.4,1321.0,1210.5,83858.0,959.4
hsa-miR-181c-3p,mirbase-hsa,5242.0,3345.5,4097.0,3552.5,3037.5,3874.5,14673.0,9442.0,7378.0,11608.5,8281.0,8420.5,1463.3,1589.3,1123.0,1361.4,1257.6,1477.0,1413.9,1181.5,970.8,935.6,1019.4,904.7,82952.0,1224.8
hsa-miR-195-5p,mirbase-hsa,2354.5,1499.5,1713.0,1854.0,1724.5,1853.5,9924.5,10353.5,7718.5,16093.0,9672.5,14725.0,657.3,712.4,469.6,710.5,714.0,706.6,956.3,1295.5,1015.6,1297.0,1190.7,1582.1,79486.0,942.3
hsa-miR-9-3p,mirbase-hsa,3166.0,1332.0,2587.0,2451.0,2086.0,2167.0,12225.0,9696.0,8108.0,14128.0,8792.0,12734.0,883.8,632.8,709.1,939.3,863.6,826.1,1178.0,1213.3,1066.8,1138.6,1082.3,1368.2,79472.0,991.8
hsa-miR-148b-3p,mirbase-hsa,1915.5,1016.5,1629.0,1280.0,1333.5,1514.5,7956.8,7793.5,8059.0,16515.5,12930.0,16602.5,534.7,482.9,446.5,490.5,552.1,577.4,766.7,975.2,1060.4,1331.0,1591.8,1783.9,78546.3,882.8
hsa-miR-889-3p,mirbase-hsa,3361.0,2569.0,2462.0,2907.0,1904.0,2533.0,13282.0,7856.0,9738.0,14202.0,6966.0,7685.0,938.2,1220.4,674.9,1114.0,788.3,965.6,1279.9,983.0,1281.3,1144.6,857.5,825.7,75465.0,1006.1
hsa-miR-129-5p,mirbase-hsa,5676.0,3069.0,4048.0,2814.0,2956.0,3237.0,14723.0,8787.0,6193.0,6946.0,6001.0,7110.0,1584.5,1458.0,1109.6,1078.4,1223.8,1234.0,1418.7,1099.5,814.8,559.8,738.8,763.9,71560.0,1090.3
hsa-miR-744-5p,mirbase-hsa,5810.0,4137.0,4079.0,3771.0,3357.0,3753.0,13281.0,8186.0,6212.0,7832.0,5016.0,4477.0,1621.9,1965.3,1118.1,1445.2,1389.8,1430.7,1279.8,1024.3,817.3,631.2,617.5,481.0,69911.0,1151.8
hsa-miR-93-5p,mirbase-hsa,2833.0,1380.0,2791.0,2066.0,2021.0,1888.0,9624.0,8921.0,8331.0,12600.0,7483.0,7643.0,790.8,655.6,765.0,791.8,836.7,719.7,927.4,1116.3,1096.2,1015.5,921.2,821.2,67581.0,871.4
hsa-miR-30a-3p,mirbase-hsa,2611.0,1019.5,1515.0,1252.5,1250.0,1247.0,6547.0,6370.0,7068.5,15281.5,9456.0,13882.0,728.9,484.3,415.3,480.0,517.5,475.4,630.9,797.1,930.0,1231.6,1164.1,1491.5,67500.0,778.9
hsa-miR-15a-5p,mirbase-hsa,2879.5,1552.0,3368.5,2416.0,2779.5,2636.5,11853.0,10264.0,6845.0,11115.0,5692.0,5714.0,803.8,737.3,923.3,925.9,1150.8,1005.1,1142.2,1284.3,900.6,895.8,700.7,613.9,67115.0,923.6
